genero,sede,ingreso
hombre,Buenos Aires,181411.89559520912
hombre,Córdoba,72139.82840051822
hombre,Córdoba,57714.7199201384
hombre,Buenos Aires,188976.12434368822
mujer,Córdoba,42541.92715498639
hombre,Santa Fe,70462.93987792158
hombre,Mendoza,67460.61913901936
hombre,San Luis,46822.78480202486
hombre,Córdoba,72994.70451742304
mujer,Buenos Aires,62492.51796794325
hombre,Mendoza,86393.92948288712
hombre,San Luis,15900.252737695513
hombre,San Luis,19125.85365416956
mujer,Córdoba,121886.7933654299
hombre,Buenos Aires,150157.17511233356
hombre,Buenos Aires,146055.36675714448
mujer,Santa Fe,62585.86905911765
mujer,Córdoba,91246.46165363272
hombre,Buenos Aires,39263.91149546584
hombre,San Luis,104176.34310034697
hombre,Mendoza,85861.24784399077
mujer,Mendoza,22346.229873196215
mujer,Buenos Aires,155710.88130984092
hombre,Buenos Aires,109911.4871596141
mujer,San Luis,42176.54415786192
mujer,Córdoba,177524.25836242508
mujer,San Luis,14577.613371547162
mujer,Buenos Aires,50287.70020408121
otros,Córdoba,14039.904134175342
hombre,Santa Fe,26368.05553623812
hombre,Santa Fe,48000.525351487
hombre,San Luis,188865.06391818562
mujer,Buenos Aires,193709.36313230882
hombre,Buenos Aires,130691.04241555602
mujer,Buenos Aires,78370.59761233778
mujer,Córdoba,202658.5891733148
hombre,Buenos Aires,111682.00421622058
hombre,San Luis,102885.73100149067
hombre,Buenos Aires,283288.01772775763
mujer,Santa Fe,71430.90767987892
hombre,San Luis,70945.4970532653
mujer,Mendoza,41982.63967665179
hombre,Mendoza,109439.67454428031
mujer,Córdoba,160588.75854454524
hombre,Buenos Aires,156254.1430056862
hombre,San Luis,105740.83057651878
hombre,Buenos Aires,172351.27501199942
hombre,San Luis,24374.903138536345
mujer,Buenos Aires,47113.4075423482
mujer,Mendoza,89421.94453713999
mujer,Córdoba,39674.24730302791
otros,Buenos Aires,20858.910511314745
mujer,Mendoza,49370.18094477531
hombre,Santa Fe,26550.121530763627
hombre,Córdoba,98104.40252531473
mujer,Buenos Aires,287901.15162676526
hombre,Mendoza,160986.70627826056
hombre,Mendoza,157231.17410308807
mujer,Buenos Aires,30242.316954928505
hombre,Santa Fe,33418.90324738112
mujer,Buenos Aires,268232.7478371003
hombre,Buenos Aires,27050.875372866743
hombre,San Luis,192083.20608158244
mujer,Buenos Aires,138383.5082766655
mujer,Buenos Aires,67745.10986959384
mujer,Mendoza,15148.041700053194
hombre,Córdoba,75459.31749552957
hombre,Buenos Aires,78633.6140487901
mujer,San Luis,111332.09740753047
hombre,Córdoba,193647.6484623598
mujer,Córdoba,9724.79814665298
mujer,San Luis,24164.354552959416
mujer,Buenos Aires,155280.19295766315
mujer,Mendoza,32821.011529648255
hombre,Córdoba,73682.0501472352
mujer,Buenos Aires,124280.93133335025
hombre,Buenos Aires,45501.56772944861
mujer,Buenos Aires,65374.98514740843
hombre,Santa Fe,145547.8469119953
mujer,Mendoza,22557.55778793439
hombre,Santa Fe,53091.99500157728
hombre,Santa Fe,162719.72930168035
hombre,Buenos Aires,270251.81004984217
mujer,Córdoba,82458.08470525946
hombre,Mendoza,159244.00506281317
mujer,Córdoba,41513.49383369464
hombre,Mendoza,17922.804588435665
hombre,Santa Fe,94594.90170314747
hombre,Buenos Aires,58615.578137905235
hombre,Córdoba,151206.61306452315
mujer,Buenos Aires,246398.6094969717
mujer,Mendoza,84631.78572870773
mujer,San Luis,106287.25311769036
mujer,Córdoba,229310.22370700387
mujer,San Luis,136215.07351708232
mujer,Córdoba,26196.822029747826
hombre,San Luis,73687.78108605144
hombre,San Luis,35255.572130235305
hombre,Santa Fe,47724.494422985044
hombre,Santa Fe,56916.173257394825
mujer,Córdoba,261763.329127482
hombre,Buenos Aires,25637.53882715984
otros,Buenos Aires,117090.4894251068
mujer,Buenos Aires,207662.05470000164
hombre,Buenos Aires,371776.1730207592
mujer,Córdoba,199469.43291778868
hombre,Mendoza,216045.07800573492
hombre,San Luis,97252.07523662127
hombre,San Luis,134336.98597729186
hombre,Córdoba,117361.64442128834
otros,Córdoba,58439.525853742336
mujer,San Luis,174797.73688775752
hombre,Buenos Aires,611358.2767620857
hombre,Mendoza,97589.82212841962
mujer,Buenos Aires,61364.348352600115
hombre,Córdoba,112800.42878241537
hombre,Santa Fe,39858.89967302576
otros,Mendoza,88786.14421064711
mujer,San Luis,123450.48830584301
hombre,Mendoza,54543.42797762634
mujer,Córdoba,187278.82656569968
hombre,Buenos Aires,673705.9298288635
hombre,San Luis,133595.77404260778
hombre,Córdoba,82904.12559500367
hombre,San Luis,97056.09739499891
hombre,Buenos Aires,211264.5609423657
hombre,Córdoba,88628.24462257918
hombre,San Luis,60911.50700010024
mujer,Córdoba,27443.315860579547
otros,San Luis,10069.733487118798
mujer,San Luis,70372.20301921456
hombre,Buenos Aires,132459.95168798848
mujer,Córdoba,85547.37993333547
hombre,Buenos Aires,33652.264366766314
hombre,San Luis,39399.03842510337
hombre,Mendoza,50755.10786406914
mujer,Córdoba,69384.86692919975
mujer,Córdoba,59965.642529244404
mujer,Buenos Aires,76524.7819272334
hombre,Córdoba,153198.29315612128
otros,Mendoza,33738.48389000472
mujer,Córdoba,44262.60486405209
mujer,Mendoza,37226.78642159619
hombre,Buenos Aires,203893.60067297987
mujer,Mendoza,72094.67128517583
mujer,Santa Fe,27384.30636515431
hombre,Buenos Aires,221115.11650573934
mujer,Buenos Aires,87119.64248609693
hombre,Buenos Aires,102042.16611889227
mujer,Buenos Aires,22570.782735168857
mujer,Mendoza,64017.80070928449
mujer,Córdoba,138588.81551443145
hombre,Córdoba,82077.5118748236
mujer,San Luis,138160.17147724438
mujer,Buenos Aires,149551.51138841116
mujer,Mendoza,30582.64457715696
mujer,San Luis,95249.37766840904
hombre,Santa Fe,40066.172417610804
mujer,Mendoza,119199.64937077585
hombre,Buenos Aires,356620.8098591187
hombre,San Luis,164708.43700853625
mujer,Córdoba,82992.43949875959
mujer,Córdoba,296811.9844867911
hombre,Buenos Aires,140661.10187312035
mujer,Buenos Aires,51043.01359320992
hombre,San Luis,113928.11408622681
hombre,Buenos Aires,57113.303405162274
mujer,Córdoba,72786.38579332728
mujer,Mendoza,60776.578080446205
mujer,Mendoza,62229.41348692685
hombre,Buenos Aires,143514.2033902038
hombre,Santa Fe,49431.23857322205
hombre,Buenos Aires,83921.0521949714
mujer,Córdoba,123808.00915773939
hombre,Santa Fe,23985.654522561064
hombre,San Luis,96205.25196631046
hombre,Córdoba,80469.8512842629
mujer,Mendoza,77974.91720922646
mujer,Córdoba,22352.15903077069
hombre,Mendoza,20555.39994404268
hombre,Buenos Aires,126354.38263078591
mujer,San Luis,256788.8610136603
hombre,Mendoza,82871.75717302607
hombre,Buenos Aires,70411.25559245938
hombre,Buenos Aires,108817.27948250013
mujer,Córdoba,161399.97469188325
mujer,San Luis,60029.54208098319
mujer,Santa Fe,34948.37620280307
hombre,Santa Fe,82033.59186455811
mujer,Mendoza,23329.70500564608
hombre,Buenos Aires,174771.9373093237
mujer,Córdoba,75221.54087201711
hombre,Buenos Aires,124443.62343391406
hombre,Buenos Aires,83114.75501189604
mujer,Santa Fe,23447.03924878326
hombre,Mendoza,117231.07320886193
mujer,Santa Fe,77856.56464634984
mujer,Córdoba,44062.98016208163
hombre,Mendoza,72054.46632578042
hombre,Mendoza,113923.89421910456
mujer,San Luis,22446.600457269564
mujer,Mendoza,64611.31997706158
mujer,Mendoza,47439.18761308819
hombre,Santa Fe,24544.250386636766
mujer,Buenos Aires,157179.6531196948
hombre,Buenos Aires,111787.77129279627
mujer,Buenos Aires,117604.27129117493
hombre,Santa Fe,36047.307810353064
hombre,San Luis,70969.539980623
hombre,Buenos Aires,40603.82016080177
hombre,Mendoza,100900.87080158165
hombre,San Luis,368561.2759049377
mujer,Buenos Aires,82263.50315433553
mujer,Buenos Aires,42061.56941521024
hombre,Mendoza,12211.550465801536
mujer,Córdoba,55239.67756944444
hombre,San Luis,40245.93609342058
hombre,Buenos Aires,176033.0561413971
mujer,Mendoza,19427.764032764422
hombre,Mendoza,140743.20955831202
hombre,Mendoza,62598.37551012899
mujer,Buenos Aires,82853.59197903852
hombre,Buenos Aires,292898.4412692894
mujer,Mendoza,88340.74489306255
hombre,Córdoba,181680.7268546092
mujer,Mendoza,36132.17796984793
mujer,Córdoba,103273.45568425283
hombre,San Luis,54101.097030100456
mujer,San Luis,48718.26647651367
hombre,Buenos Aires,156758.55845474298
mujer,Buenos Aires,91796.94288338858
hombre,San Luis,185824.58508825814
mujer,Buenos Aires,122181.30098338814
hombre,Buenos Aires,120291.67204528648
mujer,Buenos Aires,152295.6574381626
hombre,Córdoba,179276.70903023562
hombre,Buenos Aires,107423.08293318372
mujer,Córdoba,412958.5615939898
hombre,Córdoba,90377.48189964834
hombre,San Luis,85840.3511272858
hombre,Buenos Aires,162165.69101432094
mujer,Buenos Aires,66473.8142147926
hombre,Buenos Aires,233476.42013713278
mujer,San Luis,76716.78064019518
hombre,Mendoza,101121.9743300026
mujer,Mendoza,33096.33871615711
hombre,Buenos Aires,125356.77659693826
mujer,Mendoza,100840.18423295997
mujer,Mendoza,73242.19409890975
hombre,Mendoza,120557.5622862546
hombre,Santa Fe,117158.2357479854
mujer,Mendoza,126237.3543819888
hombre,Santa Fe,121097.32172120504
hombre,Mendoza,24347.179936799323
mujer,Buenos Aires,96463.73145845074
hombre,Buenos Aires,266519.80715396785
hombre,San Luis,98543.62646667603
mujer,Buenos Aires,200641.22779716225
mujer,Buenos Aires,48045.64157708855
mujer,Buenos Aires,63856.71612136709
mujer,Buenos Aires,122336.87409972349
mujer,Mendoza,33608.26792829174
hombre,San Luis,61294.75117225832
hombre,San Luis,52103.4637683669
hombre,Buenos Aires,50067.8499152025
hombre,San Luis,112673.80977617271
hombre,Mendoza,52920.28086098127
mujer,Buenos Aires,29825.639917282195
hombre,Buenos Aires,174597.98152624245
hombre,Santa Fe,37998.23514713709
hombre,Buenos Aires,147093.28215412615
mujer,Córdoba,102156.33601621941
mujer,Buenos Aires,61113.04910504119
hombre,Buenos Aires,102002.91055343887
hombre,Santa Fe,18051.987121463877
mujer,Buenos Aires,109912.03533359058
hombre,Buenos Aires,211451.6221658976
hombre,San Luis,111667.98222634547
mujer,Santa Fe,27885.920505964023
mujer,Buenos Aires,184640.5353979717
hombre,Santa Fe,53660.43661772981
hombre,Córdoba,115169.24613710618
hombre,Buenos Aires,121239.21815291473
hombre,Buenos Aires,152102.82947298218
mujer,Mendoza,41916.711356077554
hombre,Buenos Aires,86370.60346194092
hombre,Mendoza,124880.55901891035
mujer,Mendoza,72869.56725531361
mujer,Buenos Aires,44637.72165765742
mujer,Córdoba,15132.145219890524
hombre,Mendoza,48457.35603340178
mujer,Buenos Aires,65608.70144288018
hombre,Buenos Aires,473670.05355470796
mujer,Santa Fe,58229.12098117281
hombre,Buenos Aires,75244.19965277171
hombre,Santa Fe,27690.198870544293
hombre,Buenos Aires,204726.6988708158
hombre,Buenos Aires,110733.1730425353
hombre,Buenos Aires,291621.93239748746
hombre,San Luis,16472.459737353245
mujer,Mendoza,88216.9605911816
mujer,Córdoba,45572.01039322042
mujer,Buenos Aires,136839.9942568403
mujer,San Luis,53320.44481537396
mujer,Buenos Aires,36769.045683266006
mujer,Buenos Aires,73991.90329700799
hombre,Córdoba,171183.58008106754
mujer,Mendoza,47509.96040409291
hombre,Santa Fe,59088.37020052879
hombre,Córdoba,165856.58887918244
mujer,Santa Fe,137497.88577012287
mujer,Santa Fe,86599.3664783448
mujer,San Luis,82332.29994082404
mujer,Córdoba,61199.039733773614
mujer,Córdoba,56760.468724743165
mujer,Buenos Aires,138535.3773661619
mujer,Buenos Aires,73854.91598947585
hombre,Santa Fe,34082.666122858434
hombre,Córdoba,121271.4192814905
hombre,Córdoba,185838.17871168684
mujer,Córdoba,116578.1541869254
mujer,Buenos Aires,107526.11473513664
mujer,Santa Fe,84440.47353564206
mujer,Mendoza,29058.32104863383
mujer,San Luis,48701.71828513809
mujer,Buenos Aires,136406.13306249597
hombre,Buenos Aires,45095.16591679723
hombre,Córdoba,38640.9547867925
hombre,Santa Fe,84871.82982825371
hombre,Buenos Aires,152985.60953937826
hombre,Córdoba,222761.03936478437
hombre,Buenos Aires,161063.54058981754
mujer,Mendoza,105582.23615708068
hombre,San Luis,86942.65125778728
mujer,Córdoba,170349.87660023902
mujer,Córdoba,60282.62731798363
hombre,Santa Fe,50213.89599552726
hombre,Buenos Aires,373810.7215230199
hombre,San Luis,31478.65583949581
hombre,Buenos Aires,91927.7068177165
mujer,San Luis,52364.777664292145
mujer,Córdoba,67560.99910424493
hombre,Mendoza,117723.44546010032
hombre,Mendoza,395099.6882126243
mujer,Buenos Aires,73734.2495988249
mujer,Buenos Aires,162030.33177727007
hombre,San Luis,72815.14292190122
mujer,Córdoba,106692.48555836594
hombre,Mendoza,23236.588647819204
hombre,Buenos Aires,170093.09274282193
mujer,Córdoba,194614.53038127103
mujer,Córdoba,75366.05457889837
mujer,Buenos Aires,217191.10545421962
mujer,Santa Fe,59183.4002468356
hombre,Buenos Aires,215421.7025651242
hombre,Córdoba,203971.32063856203
otros,Buenos Aires,24369.33960023606
otros,Córdoba,35968.64364143935
mujer,San Luis,37031.54462660916
hombre,Santa Fe,42604.28342544676
mujer,Buenos Aires,42412.952683871816
hombre,San Luis,87831.37381211908
hombre,San Luis,116745.69588229604
mujer,Córdoba,39406.73864390761
hombre,San Luis,942963.4416906913
hombre,Córdoba,128055.88690245834
mujer,Mendoza,98622.14280785598
mujer,Córdoba,44209.56319964195
hombre,Córdoba,140114.11641768602
mujer,Santa Fe,51949.41256166099
mujer,Buenos Aires,55793.83558422278
hombre,Mendoza,85014.34130902067
hombre,Mendoza,51589.94258397698
hombre,Buenos Aires,390205.6279621902
hombre,San Luis,39970.80274867095
mujer,Mendoza,70223.91836310859
mujer,Mendoza,61933.2598490871
mujer,Mendoza,18024.6625026375
hombre,Córdoba,178002.79932125544
hombre,Santa Fe,23367.179809347577
mujer,Buenos Aires,168416.53449437176
mujer,Córdoba,60608.568373564645
mujer,San Luis,55730.37270734269
hombre,San Luis,94124.05764679892
otros,Mendoza,44758.85479863452
mujer,San Luis,27223.980450864954
hombre,Mendoza,87565.77821964423
hombre,Mendoza,144213.5257875397
mujer,San Luis,340832.17989908665
mujer,Mendoza,132476.51537321162
hombre,Buenos Aires,280783.86990516895
hombre,Córdoba,131535.6465643942
mujer,Buenos Aires,72044.60638331997
hombre,Buenos Aires,85144.0494375123
mujer,San Luis,15957.170440370473
mujer,Córdoba,168565.69138822728
hombre,Córdoba,161361.90734358635
mujer,San Luis,45777.93290835249
mujer,Buenos Aires,45735.370753694486
mujer,Santa Fe,14800.186760933171
hombre,Buenos Aires,360887.053688942
hombre,Mendoza,42521.0146476843
hombre,Córdoba,166411.43132810743
mujer,Buenos Aires,118221.42003282762
hombre,Buenos Aires,96854.15667385834
hombre,Mendoza,45820.912086638746
hombre,Córdoba,130484.97363619003
mujer,Santa Fe,16307.151369164852
mujer,San Luis,121245.63604363734
hombre,San Luis,36518.65085795293
mujer,Buenos Aires,102296.78881882734
hombre,Córdoba,243115.38701740763
mujer,Buenos Aires,35852.92504438729
mujer,Santa Fe,40085.12178480997
otros,San Luis,33842.86128849371
hombre,Buenos Aires,215851.9864633976
mujer,San Luis,74445.10873758473
hombre,Buenos Aires,166309.7199629766
mujer,Buenos Aires,67748.47567193504
hombre,Buenos Aires,91913.21778764536
hombre,Buenos Aires,42495.27348811955
mujer,San Luis,55260.25678390871
mujer,Buenos Aires,97874.92820667596
otros,Buenos Aires,175069.46391229445
otros,Santa Fe,15490.382356083279
mujer,San Luis,75667.89275225419
hombre,Santa Fe,254491.60457998113
hombre,Córdoba,205406.30841437884
hombre,Buenos Aires,66385.32057036423
hombre,San Luis,488312.24581276206
hombre,Córdoba,207072.9584928741
mujer,Córdoba,269550.1320196885
hombre,San Luis,42219.755833178264
mujer,Santa Fe,38776.17689355803
hombre,Santa Fe,48124.44355217595
hombre,Santa Fe,47525.61086206699
mujer,Mendoza,87999.7992081409
mujer,Buenos Aires,398263.69318662415
hombre,Santa Fe,37397.80937742021
hombre,Santa Fe,39167.681876137365
hombre,San Luis,42895.73226018676
hombre,Mendoza,198703.62172125545
hombre,Buenos Aires,155762.3755602502
hombre,San Luis,55109.59033175011
hombre,Buenos Aires,214448.65090308952
hombre,San Luis,100587.86388854473
hombre,Córdoba,420363.941310382
mujer,Córdoba,126927.54822080287
mujer,Buenos Aires,134504.84050644515
mujer,Buenos Aires,78253.70765241848
mujer,Buenos Aires,285500.9998669654
hombre,Buenos Aires,274707.46791225945
mujer,San Luis,18238.64109609882
hombre,Mendoza,85289.58311086784
hombre,Santa Fe,73921.59768347973
mujer,San Luis,40160.21843520509
hombre,Buenos Aires,127369.13905656587
hombre,San Luis,59883.26769500661
mujer,Buenos Aires,75274.1910171523
mujer,Mendoza,61914.267204040676
mujer,Buenos Aires,134019.52537626258
hombre,San Luis,19367.523837094555
hombre,Córdoba,83000.07085329911
mujer,San Luis,73472.1275854002
mujer,Santa Fe,44822.293269581736
hombre,Mendoza,33262.06831730976
mujer,Córdoba,237808.4453590132
mujer,San Luis,21682.40726659552
hombre,Santa Fe,18424.873093417984
mujer,Córdoba,99246.00858218265
hombre,Mendoza,47483.01171424413
otros,Buenos Aires,22416.317408867802
mujer,Santa Fe,19210.654580396968
mujer,Mendoza,34996.58366722993
mujer,Buenos Aires,106646.75594110425
hombre,Mendoza,57310.31990964401
hombre,Buenos Aires,87397.33402710664
hombre,Santa Fe,24135.573077964676
mujer,Buenos Aires,70948.69633838854
mujer,Mendoza,34363.41608519288
mujer,Buenos Aires,264253.18954060326
hombre,Santa Fe,16496.85175764983
hombre,San Luis,47157.310227037044
mujer,Santa Fe,63338.65884277875
hombre,Santa Fe,68071.0828971332
mujer,Mendoza,213673.99253811943
hombre,Buenos Aires,77351.79604530579
hombre,Santa Fe,34480.837378963806
mujer,San Luis,44352.22860983508
mujer,Mendoza,60433.08742926784
mujer,Santa Fe,43464.03081936628
hombre,Buenos Aires,67825.05539618967
mujer,Córdoba,209062.55489983998
mujer,San Luis,88925.62305466992
mujer,Buenos Aires,202962.71911943195
mujer,Buenos Aires,147003.6471078944
mujer,Santa Fe,23499.37033932081
mujer,Mendoza,51797.19360380335
hombre,Córdoba,227848.9598414305
hombre,Buenos Aires,243001.2156833434
mujer,Buenos Aires,170005.87988230103
mujer,Córdoba,69319.03987486071
hombre,Córdoba,35339.06696719658
mujer,Buenos Aires,34203.794004723226
hombre,Buenos Aires,495019.5812130712
hombre,Buenos Aires,27556.803494245843
hombre,Buenos Aires,103567.80973420659
hombre,Buenos Aires,117678.83996136994
hombre,Córdoba,134145.8789615591
mujer,Santa Fe,111188.35170273454
hombre,Buenos Aires,448602.88888647617
hombre,Buenos Aires,85855.77379810886
mujer,Buenos Aires,199462.83495883681
hombre,Buenos Aires,359852.475249531
hombre,Buenos Aires,239627.121244798
hombre,San Luis,46928.14008870501
mujer,San Luis,43392.98805129203
mujer,San Luis,45613.638989106286
hombre,Córdoba,168753.43016595277
mujer,Córdoba,147414.34838033537
hombre,San Luis,131493.84571370448
hombre,San Luis,47708.13560145571
hombre,Santa Fe,165752.1444835058
hombre,Buenos Aires,420619.8565321164
hombre,Buenos Aires,63884.22387087435
mujer,Buenos Aires,59422.193478671375
mujer,Mendoza,64694.17907105658
mujer,Córdoba,169793.93455203867
hombre,Buenos Aires,210442.7349612766
hombre,Córdoba,81188.17009793391
mujer,Buenos Aires,60235.21015720536
hombre,Mendoza,233370.45830669222
hombre,Santa Fe,69019.67925070185
